study_ID,temp_init,temp_regime,temp_range,treatment_name_study,mean_temp,min_temp,max_temp,DTR,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,LS_treat,LS_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,notes2,
159,21,1,28,,,9,15,6,1,,,720,720,thorax length,thorax length,mm,0.95,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,11,21,10,1,,,720,720,thorax length,thorax length,mm,0.97,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,12,30,18,1,,,720,720,thorax length,thorax length,mm,0.9,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,16,26,10,1,,,720,720,thorax length,thorax length,mm,0.94,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,21,33,12,1,,,720,720,thorax length,thorax length,mm,0.87,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,21,31,10,1,,,720,720,thorax length,thorax length,mm,0.88,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,26,30,4,1,,,720,720,thorax length,thorax length,mm,0.88,50,2,0.01,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,12,,,,,,,,,winglength,left wing,mm,2.84,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,14,,,,,,,,,winglength,left wing,mm,2.99,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,16,,,,,,,,,winglength,left wing,mm,3.01,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,18,,,,,,,,,winglength,left wing,mm,2.98,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,21,,,,,,,,,winglength,left wing,mm,2.87,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,26,,,,,,,,,winglength,left wing,mm,2.65,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,28,,,,,,,,,winglength,left wing,mm,2.56,50,2,0.98,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,30,,,,,,,,,winglength,left wing,mm,2.48,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,32,,,,,,,,,winglength,left wing,mm,2.42,50,2,1.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.69,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.79,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.76,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.84,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.76,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,2.22,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,10,32,22,1,,,720,720,winglength,left wing,mm,2.24,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.46,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.63,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.5,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.54,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.51,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,20,,12,,,,,,,,,winglength,left wing,mm,2.95,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,14,,,,,,,,,winglength,left wing,mm,3.06,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,16,,,,,,,,,winglength,left wing,mm,3.07,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,18,,,,,,,,,winglength,left wing,mm,3.03,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,21,,,,,,,,,winglength,left wing,mm,2.92,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,26,,,,,,,,,winglength,left wing,mm,2.68,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,28,,,,,,,,,winglength,left wing,mm,2.57,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,30,,,,,,,,,winglength,left wing,mm,2.46,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,32,,,,,,,,,winglength,left wing,mm,2.38,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.81,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.9,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.79,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.86,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.83,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,2.3,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,10,32,22,1,,,720,720,winglength,left wing,mm,2.31,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.52,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.71,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.53,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.58,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.5,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,20,,12,,,,,,,,,winglength,left wing,mm,2.57,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,14,,,,,,,,,winglength,left wing,mm,2.66,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,16,,,,,,,,,winglength,left wing,mm,2.7,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,18,,,,,,,,,winglength,left wing,mm,2.67,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,21,,,,,,,,,winglength,left wing,mm,2.54,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,26,,,,,,,,,winglength,left wing,mm,2.33,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,28,,,,,,,,,winglength,left wing,mm,2.25,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,30,,,,,,,,,winglength,left wing,mm,2.15,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,32,,,,,,,,,winglength,left wing,mm,2.09,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.45,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.53,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.43,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.52,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.48,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,1.99,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,10,32,22,1,,,720,720,winglength,left wing,mm,1.99,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.15,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.31,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.17,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.22,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.2,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,20,,12,,,,,,,,,winglength,left wing,mm,2.62,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,14,,,,,,,,,winglength,left wing,mm,2.72,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,16,,,,,,,,,winglength,left wing,mm,2.77,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,18,,,,,,,,,winglength,left wing,mm,2.72,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,21,,,,,,,,,winglength,left wing,mm,2.57,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,26,,,,,,,,,winglength,left wing,mm,2.35,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,28,,,,,,,,,winglength,left wing,mm,2.25,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,30,,,,,,,,,winglength,left wing,mm,2.14,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,20,,32,,,,,,,,,winglength,left wing,mm,2.05,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.51,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.59,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.47,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.55,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.54,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,2.06,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,10,32,22,1,,,720,720,winglength,left wing,mm,2.08,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.21,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.38,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.19,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.26,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.18,50,2,0.015,1,0,Diptera,Drosophilidae,drosophila,melanogaster,0,1,1,1,0,44.834999,-0.57549,0,,M,,
159,21,0,18,,12,,,,,,,,,winglength,left wing,mm,2.63,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,14,,,,,,,,,winglength,left wing,mm,2.7,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,16,,,,,,,,,winglength,left wing,mm,2.69,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,18,,,,,,,,,winglength,left wing,mm,2.64,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,21,,,,,,,,,winglength,left wing,mm,2.51,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,26,,,,,,,,,winglength,left wing,mm,2.3,50,2,0.015,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,28,,,,,,,,,winglength,left wing,mm,2.21,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,30,,,,,,,,,winglength,left wing,mm,2.11,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.53,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.62,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.54,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.58,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.51,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,2.12,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.4,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.24,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.17,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.21,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.19,50,2,0.015,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,F,,
159,21,0,18,,12,,,,,,,,,winglength,left wing,mm,2.7,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,14,,,,,,,,,winglength,left wing,mm,2.76,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,16,,,,,,,,,winglength,left wing,mm,2.74,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,18,,,,,,,,,winglength,left wing,mm,2.68,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,21,,,,,,,,,winglength,left wing,mm,2.57,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,26,,,,,,,,,winglength,left wing,mm,2.33,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,28,,,,,,,,,winglength,left wing,mm,2.23,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,30,,,,,,,,,winglength,left wing,mm,2.09,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.6,50,2,0.035,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,9,15,6,1,,,720,720,winglength,left wing,mm,2.7,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,7,21,14,1,,,720,720,winglength,left wing,mm,2.58,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,9,21,12,1,,,720,720,winglength,left wing,mm,2.61,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,11,21,10,1,,,720,720,winglength,left wing,mm,2.53,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,7,29,22,1,,,720,720,winglength,left wing,mm,2.18,50,2,0.03,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,16,26,10,1,,,720,720,winglength,left wing,mm,2.42,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,12,30,18,1,,,720,720,winglength,left wing,mm,2.3,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,21,33,12,1,,,720,720,winglength,left wing,mm,2.2,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,21,31,10,1,,,720,720,winglength,left wing,mm,2.23,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,1,28,,,26,30,4,1,,,720,720,winglength,left wing,mm,2.2,50,2,0.015,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,44.834999,-0.57549,0,,F,,
159,21,0,18,,12,,,,,,,,,winglength,left wing,mm,2.41,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,14,,,,,,,,,winglength,left wing,mm,2.47,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,16,,,,,,,,,winglength,left wing,mm,2.46,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,18,,,,,,,,,winglength,left wing,mm,2.39,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,21,,,,,,,,,winglength,left wing,mm,2.27,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,26,,,,,,,,,winglength,left wing,mm,2.05,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,28,,,,,,,,,winglength,left wing,mm,1.95,50,2,0.02,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,0,18,,30,,,,,,,,,winglength,left wing,mm,1.87,50,2,0.015,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
159,21,1,28,,,5,15,10,1,,,720,720,winglength,left wing,mm,2.29,50,2,0.025,1,0,Diptera,Drosophilidae,drosophila,simulans,0,1,1,1,0,37.88472,-4.77913,0,,M,,
